Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	Cosine06	Cosine07	Cosine08	Cosine09	Cosine10	Cosine11	Cosine12	Cosine13	Cosine14	Cosine15	Cosine16	Cosine17	Cosine18	Cosine19	Cosine20	Cosine21	Cosine22	Cosine23	Cosine24	Cosine25	Cosine26	Cosine27	Cosine28	Cosine29	NonSteadyStateOutlier00
-0.0203994313	-0.0053184638	0.0272594557	-0.0298421653	0.0112324831	0.0153539387	-0.0310367722	0.0246788648	-0.0007952797	-0.0236530727	0.0313042129	-0.0167246893	-0.0097318600	0.0292773362	-0.0280315336	0.0068791580	0.0191584465	-0.0315906944	0.0215888339	0.0037443211	-0.0264184492	0.0303315350	-0.0127047036	-0.0139443638	0.0306908515	-0.0256422535	0.0023838281	0.0225674711	-0.0314924973	0.0180531497	0.0000000000
-0.0204373969	-0.0052204327	0.0271835078	-0.0299074904	0.0114644853	0.0150924945	-0.0309677808	0.0249256602	-0.0012424358	-0.0233201209	0.0313778922	-0.0172280007	-0.0091149860	0.0290068531	-0.0283691574	0.0076532272	0.0184792647	-0.0315330809	0.0222693998	0.0027554203	-0.0258300952	0.0306235536	-0.0137432315	-0.0128638450	0.0303665517	-0.0263773707	0.0037196396	0.0215706616	-0.0315943549	0.0192571844	0.0000000000
-0.0204753121	-0.0051223500	0.0271069557	-0.0299716336	0.0116957795	0.0148297084	-0.0308950416	0.0251685156	-0.0016893433	-0.0229814096	0.0314421943	-0.0177251850	-0.0084943074	0.0287223286	-0.0286910167	0.0084224576	0.0177868934	-0.0314502351	0.0229301112	0.0017637974	-0.0252136092	0.0308789678	-0.0147638049	-0.0117650276	0.0299953821	-0.0270684535	0.0050487548	0.0205320899	-0.0316305974	0.0204184204	0.0000000000
-0.0205131766	-0.0050242168	0.0270298009	-0.0300345925	0.0119263516	0.0145656037	-0.0308185634	0.0254073926	-0.0021359129	-0.0226370222	0.0314971000	-0.0182160652	-0.0078700834	0.0284239004	-0.0289969325	0.0091863628	0.0170818266	-0.0313422234	0.0235703792	0.0007704322	-0.0245696628	0.0310974725	-0.0157650907	-0.0106494748	0.0295779155	-0.0277143482	0.0063687809	0.0194537667	-0.0316011493	0.0215342772	0.0000000000
-0.0205509905	-0.0049260339	0.0269520454	-0.0300963644	0.0121561873	0.0143002040	-0.0307383554	0.0256422535	-0.0025820551	-0.0222870439	0.0315425929	-0.0187004669	-0.0072425744	0.0281117128	-0.0292867349	0.0099444600	0.0163645677	-0.0312091320	0.0241896329	-0.0002236941	-0.0238989572	0.0312788065	-0.0167457807	-0.0095187733	0.0291147963	-0.0283139766	0.0076773414	0.0183377798	-0.0315060720	0.0226022746	0.0000000000
-0.0205887536	-0.0048278023	0.0268736907	-0.0301569470	0.0123852724	0.0140335327	-0.0306544275	0.0258730612	-0.0030276808	-0.0219315611	0.0315786594	-0.0191782178	-0.0066120424	0.0277859170	-0.0295602628	0.0106962697	0.0156356285	-0.0310510677	0.0247873201	-0.0012175995	-0.0232022229	0.0314227529	-0.0177045936	-0.0083745317	0.0286067393	-0.0288663376	0.0089720807	0.0171862897	-0.0313455628	0.0236200390	0.0000000000
-0.0206264659	-0.0047295231	0.0267947387	-0.0302163379	0.0126135927	0.0137656136	-0.0305667896	0.0260997791	-0.0034727008	-0.0215706616	0.0316052887	-0.0196491479	-0.0059787506	0.0274466708	-0.0298173642	0.0114413167	0.0148955295	-0.0308681567	0.0253629080	-0.0022103020	-0.0224802187	0.0315291398	-0.0186402769	-0.0072183774	0.0280545286	-0.0293705092	0.0102506679	0.0160015258	-0.0311199551	0.0245853087	0.0000000000
-0.0206641273	-0.0046311971	0.0267151910	-0.0302745346	0.0128411342	0.0134964706	-0.0304754525	0.0263223714	-0.0039170261	-0.0212044345	0.0316224729	-0.0201130898	-0.0053429633	0.0270941383	-0.0300578962	0.0121791298	0.0141447987	-0.0306605455	0.0259158834	-0.0032008210	-0.0217337310	0.0315978399	-0.0195516082	-0.0060519551	0.0274590165	-0.0298256496	0.0115108012	0.0147857819	-0.0308297174	0.0254959381	0.0000000000
-0.0207017376	-0.0045328254	0.0266350495	-0.0303315350	0.0130678828	0.0132261275	-0.0303804272	0.0265408029	-0.0043605677	-0.0208329704	0.0316302068	-0.0205698784	-0.0047049459	0.0267284903	-0.0302817252	0.0129092427	0.0133839721	-0.0304284002	0.0264457533	-0.0041881781	-0.0209635728	0.0316287713	-0.0204373969	-0.0048769241	0.0268211223	-0.0302309991	0.0127502120	0.0135414118	-0.0304754525	0.0263499036	0.0000000000
-0.0207392967	-0.0044344089	0.0265543160	-0.0303873368	0.0132938245	0.0129546085	-0.0302817252	0.0267550392	-0.0048032370	-0.0204563608	0.0316284881	-0.0210193514	-0.0040649647	0.0263499036	-0.0304887267	0.0136311936	0.0126135927	-0.0301719065	0.0269520454	-0.0051713977	-0.0201705829	0.0316218968	-0.0212964858	-0.0036949558	0.0261418305	-0.0305858809	0.0139666690	0.0122708245	-0.0300578962	0.0271453072	0.0000000000
-0.0207768047	-0.0043359486	0.0264729921	-0.0304419377	0.0135189454	0.0126819376	-0.0301793584	0.0269650463	-0.0052449453	-0.0200746989	0.0316173173	-0.0214613488	-0.0034232868	0.0259585616	-0.0306787859	0.0143445262	0.0118342103	-0.0298912698	0.0274343081	-0.0061495088	-0.0193556249	0.0315772247	-0.0221277526	-0.0025077315	0.0254221895	-0.0308897027	0.0151579823	0.0109764802	-0.0295779155	0.0278803810	0.0000000000
-0.0208142613	-0.0042374454	0.0263910798	-0.0304953356	0.0137432315	0.0124081391	-0.0300733392	0.0271707910	-0.0056856044	-0.0196880789	0.0315966978	-0.0218957134	-0.0027801800	0.0255546537	-0.0308517970	0.0150487894	0.0110463813	-0.0295867145	0.0278921117	-0.0071215449	-0.0185195865	0.0314948084	-0.0229301112	-0.0013169400	0.0246633101	-0.0311419572	0.0163220072	0.0096608847	-0.0290365075	0.0285534916	0.0000000000
-0.0208516665	-0.0041389004	0.0263085809	-0.0305475284	0.0139666690	0.0121332373	-0.0299636804	0.0273722409	-0.0061251260	-0.0192965963	0.0315666357	-0.0223222909	-0.0021359129	0.0251383755	-0.0310076639	0.0157435379	0.0102506679	-0.0292584844	0.0283250478	-0.0080865459	-0.0176633781	0.0313747464	-0.0237025136	-0.0001242752	0.0238663637	-0.0313422234	0.0174566481	0.0083265850	-0.0284347963	0.0291631428	0.0000000000
-0.0208890203	-0.0040403145	0.0262254972	-0.0305985141	0.0141892441	0.0118572567	-0.0298503954	0.0275693640	-0.0065634223	-0.0189003479	0.0315271400	-0.0227409294	-0.0014907541	0.0247099283	-0.0311463000	0.0164283326	0.0094476381	-0.0289068421	0.0287327305	-0.0090435585	-0.0167879323	0.0312171822	-0.0244439504	0.0010685664	0.0230325802	-0.0314901668	0.0185598625	0.0069761646	-0.0277740317	0.0297079797	0.0000000000
-0.0209263224	-0.0039416886	0.0261418305	-0.0306482905	0.0144109431	0.0115802218	-0.0297334979	0.0277621293	-0.0070004055	-0.0184994313	0.0314782226	-0.0231514800	-0.0008449732	0.0242695198	-0.0312676282	0.0171027404	0.0086378651	-0.0285320690	0.0291147963	-0.0099916372	-0.0158942024	0.0310223042	-0.0251534533	0.0022598879	0.0221632466	-0.0315855405	0.0196296642	0.0056122378	-0.0270555860	0.0301867915	0.0000000000
-0.0209635728	-0.0038430239	0.0260575827	-0.0306968558	0.0146317522	0.0113021572	-0.0296130019	0.0279505062	-0.0074359882	-0.0180939457	0.0314198979	-0.0235537968	-0.0001988396	0.0238173629	-0.0313715812	0.0177663349	0.0078219267	-0.0281344650	0.0294709047	-0.0109298456	-0.0149831620	0.0307903453	-0.0258300952	0.0034479949	0.0212597047	-0.0316281853	0.0206641273	0.0042374454	-0.0262809512	0.0305985141	0.0000000000
-0.0210007715	-0.0037443211	0.0259727556	-0.0307442081	0.0148516579	0.0110230877	-0.0294889220	0.0281344650	-0.0078700834	-0.0176839913	0.0313521836	-0.0239477367	0.0004473771	0.0233536767	-0.0314581012	0.0184186965	0.0070004055	-0.0277143482	0.0298007380	-0.0118572567	-0.0140558033	0.0305215828	-0.0264729921	0.0046311971	0.0203233491	-0.0316180301	0.0216613894	0.0028544490	-0.0254517361	0.0309422323	0.0000000000
-0.0210379183	-0.0036455814	0.0258873512	-0.0307903453	0.0150706466	0.0107430382	-0.0293612734	0.0283139766	-0.0083026040	-0.0172696692	0.0312750997	-0.0243331596	0.0010934069	0.0228786855	-0.0315271400	0.0190594129	0.0061738877	-0.0272720548	0.0301040023	-0.0127729544	-0.0131131361	0.0302163379	-0.0270813043	0.0058078116	0.0193556249	-0.0315550917	0.0226196554	0.0014659262	-0.0245696628	0.0312171822	0.0000000000
-0.0210750131	-0.0035468057	0.0258013714	-0.0308352659	0.0152887047	0.0104620334	-0.0292300714	0.0284890126	-0.0087334637	-0.0168510819	0.0311886694	-0.0247099283	0.0017389805	0.0223926193	-0.0315786594	0.0196880789	0.0053429633	-0.0268079388	0.0303804272	-0.0136760341	-0.0121561873	0.0298749754	-0.0276542369	0.0069761646	0.0183580260	-0.0314394752	0.0235371999	0.0000745653	-0.0236365632	0.0314227529	0.0000000000
-0.0211120559	-0.0034479949	0.0257148181	-0.0308789678	0.0155058188	0.0101800983	-0.0290953318	0.0286595454	-0.0091625762	-0.0164283326	0.0310929184	-0.0250779090	0.0023838281	0.0218957134	-0.0316126306	0.0203042971	0.0045082254	-0.0263223714	0.0306297662	-0.0145656037	-0.0111859990	0.0294979034	-0.0281910415	0.0081345942	0.0173320920	-0.0312713736	0.0244123712	-0.0013169400	-0.0226543751	0.0315584874	0.0000000000
-0.0211490465	-0.0033491500	0.0256276931	-0.0309214495	0.0157219754	0.0098972581	-0.0289570711	0.0288255479	-0.0095898557	-0.0160015258	0.0309878754	-0.0254369707	0.0030276808	0.0213882084	-0.0316290349	0.0209076778	0.0036702698	-0.0258157413	0.0308517970	-0.0154407845	-0.0102036278	0.0290855727	-0.0286910167	0.0092814525	0.0162794064	-0.0310510677	0.0252435938	-0.0027058957	-0.0216251384	0.0316240840	0.0000000000
-0.0211859850	-0.0032502721	0.0255399985	-0.0309627093	0.0159371613	0.0096135379	-0.0288153060	0.0289869940	-0.0100152166	-0.0155707669	0.0308735718	-0.0257869856	0.0036702698	0.0208703498	-0.0316278631	0.0214978395	0.0028296944	-0.0252884538	0.0310463217	-0.0163007118	-0.0092101438	0.0286384760	-0.0291535095	0.0104151081	0.0152015940	-0.0307789250	0.0260293712	-0.0040896125	-0.0205509905	0.0316193971	0.0000000000
-0.0212228710	-0.0031513620	0.0254517361	-0.0310027455	0.0161513631	0.0093289630	-0.0286700535	0.0291438582	-0.0104385740	-0.0151361624	0.0307500417	-0.0261278295	0.0043113267	0.0203423885	-0.0316091158	0.0220744092	0.0019870994	-0.0247409309	0.0312131668	-0.0171445362	-0.0082066288	0.0281571478	-0.0295779155	0.0115339485	0.0141003184	-0.0304554000	0.0267682889	-0.0054654115	-0.0194341624	0.0315444369	0.0000000000
-0.0212597047	-0.0030524209	0.0253629080	-0.0310415565	0.0163645677	0.0090435585	-0.0285213313	0.0292961156	-0.0108598430	-0.0146978194	0.0306173221	-0.0264593809	0.0049505842	0.0198045799	-0.0315728035	0.0226370222	0.0011430861	-0.0241736106	0.0313521836	-0.0179714241	-0.0071941759	0.0276421634	-0.0299636804	0.0126363821	0.0129772794	-0.0300810328	0.0274590165	-0.0068306292	-0.0182769733	0.0313993701	0.0000000000
-0.0212964858	-0.0029534495	0.0252735161	-0.0310791408	0.0165767617	0.0087573499	-0.0283691574	0.0294437421	-0.0112789395	-0.0142558464	0.0304754525	-0.0267815221	0.0055877754	0.0192571844	-0.0315189463	0.0231853229	0.0002982569	-0.0235869471	0.0314632481	-0.0187805586	-0.0061738877	0.0270941383	-0.0303103002	0.0137208408	0.0118342103	-0.0296564483	0.0281003106	-0.0081826223	-0.0170818266	0.0311845191	0.0000000000
-0.0213332144	-0.0028544490	0.0251835624	-0.0311154970	0.0167879323	0.0084703627	-0.0282135502	0.0295867145	-0.0116957795	-0.0138103524	0.0303244755	-0.0270941383	0.0062226342	0.0187004669	-0.0314475743	0.0237189646	-0.0005467852	-0.0229814096	0.0315462614	-0.0195711404	-0.0051468755	0.0265137277	-0.0306173221	0.0147857819	0.0106728755	-0.0291823554	0.0286910167	-0.0095187733	-0.0158512043	0.0309003613	0.0000000000
-0.0213698902	-0.0027554203	0.0250930489	-0.0311506235	0.0169980662	0.0081826223	-0.0280545286	0.0297250102	-0.0121102798	-0.0133614476	0.0301644361	-0.0273971186	0.0068548957	0.0181346971	-0.0313587269	0.0242376099	-0.0013914370	-0.0223574827	0.0316011493	-0.0203423885	-0.0041142577	0.0259016253	-0.0308843448	0.0158296906	0.0094950675	-0.0286595454	0.0292300714	-0.0108364954	-0.0145876622	0.0305475284	0.0000000000
-0.0214065133	-0.0026563643	0.0250019776	-0.0311845191	0.0172071505	0.0078941544	-0.0278921117	0.0298586072	-0.0125223572	-0.0129092427	0.0299953821	-0.0276903550	0.0074842961	0.0175601486	-0.0312524537	0.0247409309	-0.0022350956	-0.0217156657	0.0316278631	-0.0210935410	-0.0030771590	0.0252585627	-0.0311110197	0.0168510819	0.0083026040	-0.0280888911	0.0297165041	-0.0121332373	-0.0132938245	0.0301268045	0.0000000000
-0.0214430835	-0.0025572822	0.0249103505	-0.0312171822	0.0174151724	0.0076049846	-0.0277263192	0.0299874845	-0.0129319296	-0.0124538494	0.0298173642	-0.0279737433	0.0081105725	0.0169770998	-0.0311288136	0.0252286093	-0.0030771590	-0.0210564722	0.0316263788	-0.0218238560	-0.0020367090	0.0245853087	-0.0312970505	0.0178485029	0.0070973258	-0.0274713453	0.0301494393	-0.0134064884	-0.0119723781	0.0296391246	0.0000000000
-0.0214796008	-0.0024581747	0.0248181697	-0.0312486118	0.0176221189	0.0073151385	-0.0275571712	0.0301116217	-0.0133389148	-0.0119953803	0.0296304354	-0.0282471827	0.0087334637	0.0163858328	-0.0309878754	0.0257003369	-0.0039170261	-0.0203804296	0.0315966978	-0.0225326119	-0.0009940407	0.0238826678	-0.0314421943	0.0188205348	0.0058810930	-0.0268079388	0.0305280975	-0.0146537837	-0.0106260675	0.0290855727	0.0000000000
-0.0215160650	-0.0023590430	0.0247254372	-0.0312788065	0.0178279774	0.0070246421	-0.0273846882	0.0302309991	-0.0137432315	-0.0115339485	0.0294346516	-0.0285105760	0.0093527096	0.0157866337	-0.0308297174	0.0261558153	-0.0047540973	-0.0196880789	0.0315388465	-0.0232191085	0.0000497102	0.0231514800	-0.0315462614	0.0197657950	0.0046557829	-0.0260997791	0.0308517970	-0.0158727083	-0.0092576886	0.0284673788	0.0000000000
-0.0215524760	-0.0022598879	0.0246321552	-0.0313077651	0.0180327350	0.0067335211	-0.0272088910	0.0303455979	-0.0141447987	-0.0110696681	0.0292300714	-0.0287638295	0.0099680517	0.0151797928	-0.0306544275	0.0265947567	-0.0055877754	-0.0189799741	0.0314528766	-0.0238826678	0.0010934069	0.0223926193	-0.0316091158	0.0206829388	0.0034232868	-0.0253480484	0.0311199551	-0.0170609023	-0.0078700834	0.0277859170	0.0000000000
-0.0215888339	-0.0021607106	0.0245383255	-0.0313354865	0.0182363792	0.0064418013	-0.0270298009	0.0304554000	-0.0145435362	-0.0106026536	0.0290167558	-0.0290068531	0.0105792332	0.0145656037	-0.0304621030	0.0270168834	-0.0064174651	-0.0182566819	0.0313388646	-0.0245226342	0.0021359129	0.0216069928	-0.0316306755	0.0215706616	0.0021855070	-0.0245540017	0.0313320890	-0.0182160652	-0.0064661335	0.0270427018	0.0000000000
-0.0216251384	-0.0020615119	0.0244439504	-0.0313619695	0.0184388973	0.0061495088	-0.0268474397	0.0305603881	-0.0149393642	-0.0101330205	0.0287947687	-0.0292395604	0.0111859990	0.0139443638	-0.0302528509	0.0274219285	-0.0072425744	-0.0175187809	0.0311969122	-0.0251383755	0.0031760925	0.0207955394	-0.0316109123	0.0224277006	0.0009443538	-0.0237189646	0.0314878168	-0.0193359607	-0.0050487548	0.0262393850	0.0000000000
-0.0216613894	-0.0019622928	0.0243490320	-0.0313872133	0.0186402769	0.0058566695	-0.0266618292	0.0306605455	-0.0153322035	-0.0096608847	0.0285641764	-0.0294618687	0.0117880958	0.0133163738	-0.0300267875	0.0278096361	-0.0080625143	-0.0167668616	0.0310271460	-0.0257292834	0.0042128130	0.0199592292	-0.0315498519	0.0232528368	-0.0002982569	-0.0228443310	0.0315868582	-0.0204184204	-0.0036208908	0.0253777519	0.0000000000
-0.0216975870	-0.0018630543	0.0242535723	-0.0314112166	0.0188405056	0.0055633094	-0.0264729921	0.0307558563	-0.0157219754	-0.0091863628	0.0283250478	-0.0296736988	0.0123852724	0.0126819376	-0.0297840383	0.0281797610	-0.0088766996	-0.0160015258	0.0308297174	-0.0262947742	0.0052449453	0.0190990618	-0.0314475743	0.0240448963	-0.0015404073	-0.0219315611	0.0316290349	-0.0214613488	-0.0021855070	0.0244597174	0.0000000000
-0.0217337310	-0.0017637974	0.0241575735	-0.0314339787	0.0190395709	0.0052694547	-0.0262809512	0.0308463057	-0.0161086021	-0.0087095721	0.0280774543	-0.0298749754	0.0129772794	0.0120413624	-0.0295247383	0.0285320690	-0.0096845491	-0.0152233858	0.0306048023	-0.0268342893	0.0062713653	0.0182160652	-0.0313042129	0.0248027525	-0.0027801800	-0.0209821786	0.0316142709	-0.0224627265	-0.0007455842	0.0234873219	0.0000000000
-0.0217698213	-0.0016645231	0.0240610377	-0.0314554986	0.0192374605	0.0049751315	-0.0260857297	0.0309318791	-0.0164920062	-0.0082306303	0.0278214699	-0.0300656270	0.0135638698	0.0113949583	-0.0292490315	0.0288663376	-0.0104854863	-0.0144330643	0.0303526013	-0.0273472956	0.0072909550	0.0173112951	-0.0311199551	0.0255253274	-0.0040156617	-0.0199977685	0.0315425929	-0.0234206150	0.0006958869	0.0224627265	0.0000000000
-0.0218058579	-0.0015652324	0.0239639670	-0.0314757754	0.0194341624	0.0046803659	-0.0258873512	0.0310125632	-0.0168721109	-0.0077496556	0.0275571712	-0.0302455857	0.0141447987	0.0107430382	-0.0289570711	0.0291823554	-0.0112789395	-0.0136311936	0.0300733392	-0.0278332865	0.0083026040	0.0163858328	-0.0308950416	0.0262115932	-0.0052449453	-0.0189799741	0.0314141298	-0.0243331596	0.0021359129	0.0213882084	0.0000000000
-0.0218418406	-0.0014659262	0.0238663637	-0.0314948084	0.0196296642	0.0043851841	-0.0256858398	0.0310883451	-0.0172488403	-0.0072667669	0.0272846371	-0.0304147875	0.0147198237	0.0100859176	-0.0286490195	0.0294799225	-0.0120643423	-0.0128184155	0.0297672650	-0.0282917818	0.0093052106	0.0154407845	-0.0306297662	0.0268605735	-0.0064661335	-0.0179304946	0.0312291130	-0.0251985936	0.0035715029	0.0202661555	0.0000000000
-0.0218777693	-0.0013666055	0.0237682298	-0.0315125967	0.0198239540	0.0040896125	-0.0254812198	0.0311592129	-0.0176221189	-0.0067820835	0.0270039491	-0.0305731723	0.0152887047	0.0094239147	-0.0283250478	0.0297588508	-0.0128411342	-0.0119953803	0.0294346516	-0.0287223286	0.0102976827	0.0144772799	-0.0303244755	0.0274713453	-0.0076773414	-0.0168510819	0.0309878754	-0.0260152414	0.0049996757	0.0190990618	0.0000000000
-0.0219136440	-0.0012672713	0.0236695676	-0.0315291398	0.0200170197	0.0037936772	-0.0252735161	0.0312251553	-0.0179918722	-0.0062957250	0.0267151910	-0.0307206837	0.0158512043	0.0087573499	-0.0279853359	0.0300189639	-0.0136087607	-0.0111627466	0.0290757955	-0.0291245016	0.0112789395	0.0134964706	-0.0299795683	0.0280430397	-0.0088766996	-0.0157435379	0.0306908515	-0.0267815221	0.0064174651	0.0178895208	0.0000000000
-0.0219494646	-0.0011679246	0.0235703792	-0.0315444369	0.0202088494	0.0034974046	-0.0250627536	0.0312861620	-0.0183580260	-0.0058078116	0.0264184492	-0.0308572693	0.0164070877	0.0080865459	-0.0276300728	0.0302600975	-0.0143666740	-0.0103211806	0.0286910167	-0.0294979034	0.0122479122	0.0124995290	-0.0295954953	0.0285748436	-0.0100623568	-0.0146097118	0.0303385758	-0.0274959519	0.0078219267	0.0166402210	0.0000000000
-0.0219852310	-0.0010685664	0.0234706669	-0.0315584874	0.0203994313	0.0032008210	-0.0248489580	0.0313422234	-0.0187205072	-0.0053184638	0.0261138123	-0.0309828804	0.0169561229	0.0074118274	-0.0272594557	0.0304820990	-0.0151143331	-0.0094713557	0.0282806582	-0.0298421653	0.0132035455	0.0114876468	-0.0291727581	0.0290660004	-0.0112324831	-0.0134514961	0.0299316827	-0.0281571478	0.0092101438	0.0153539387	0.0000000000
-0.0220209431	-0.0009691976	0.0233704329	-0.0315712908	0.0205887536	0.0029039528	-0.0246321552	0.0313933304	-0.0190792432	-0.0048278023	0.0258013714	-0.0310974725	0.0174980808	0.0067335211	-0.0268736907	0.0306848282	-0.0158512043	-0.0086139520	0.0278450860	-0.0301569470	0.0141447987	0.0104620334	-0.0287119091	0.0295158115	-0.0123852724	-0.0122708245	0.0294709047	-0.0287638295	0.0105792332	0.0140335327	0.0000000000
-0.0220566008	-0.0008698192	0.0232696794	-0.0315828466	0.0207768047	0.0026068265	-0.0244123712	0.0314394752	-0.0194341624	-0.0043359486	0.0254812198	-0.0312010048	0.0180327350	0.0060519551	-0.0264729921	0.0308681567	-0.0165767617	-0.0077496556	0.0273846882	-0.0304419377	0.0150706466	0.0094239147	-0.0282135502	0.0299236371	-0.0135189454	-0.0110696681	0.0289570711	-0.0293148226	0.0119263516	0.0126819376	0.0000000000
-0.0220922040	-0.0007704322	0.0231684086	-0.0315931543	0.0209635728	0.0023094683	-0.0241896329	0.0314806503	-0.0197851935	-0.0038430239	0.0251534533	-0.0312934403	0.0185598625	0.0053674596	-0.0260575827	0.0310319687	-0.0172904875	-0.0068791580	0.0268998754	-0.0306968558	0.0159800808	0.0083745317	-0.0276783327	0.0302888970	-0.0146317522	-0.0098500319	0.0283911072	-0.0298090603	0.0132487014	0.0113021572	0.0000000000
-0.0221277526	-0.0006710376	0.0230666228	-0.0316022134	0.0211490465	0.0020119048	-0.0239639670	0.0315168493	-0.0201322666	-0.0033491500	0.0248181697	-0.0313747464	0.0190792432	0.0046803659	-0.0256276931	0.0311761606	-0.0179918722	-0.0060031559	0.0263910798	-0.0309214495	0.0168721109	0.0073151385	-0.0271069557	0.0306110716	-0.0157219754	-0.0086139520	0.0277740317	-0.0302455857	0.0145435362	0.0098972581	0.0000000000
-0.0221632466	-0.0005716364	0.0229643243	-0.0316100238	0.0213332144	0.0017141624	-0.0237354010	0.0315480664	-0.0204753121	-0.0028544490	0.0244754693	-0.0314448940	0.0195906604	0.0039910065	-0.0251835624	0.0313006414	-0.0186804151	-0.0051223500	0.0258587551	-0.0311154970	0.0177457654	0.0062470017	-0.0265001656	0.0308897027	-0.0167879323	-0.0073634921	0.0271069557	-0.0306235536	0.0158081670	0.0084703627	0.0000000000
-0.0221986858	-0.0004722295	0.0228615153	-0.0316165850	0.0215160650	0.0014162676	-0.0235039624	0.0315742967	-0.0208142613	-0.0023590430	0.0241254544	-0.0315038582	0.0200939006	0.0032997151	-0.0247254372	0.0314053321	-0.0193556249	-0.0042374454	0.0253033759	-0.0312788065	0.0186000927	0.0051713977	-0.0258587551	0.0311243940	-0.0178279774	-0.0061007395	0.0263910798	-0.0309422323	0.0170399674	0.0070246421	0.0000000000
-0.0222340703	-0.0003728180	0.0227581981	-0.0316218968	0.0216975870	0.0011182469	-0.0232696794	0.0315955361	-0.0211490465	-0.0018630543	0.0237682298	-0.0315516180	0.0205887536	0.0026068265	-0.0242535723	0.0314901668	-0.0200170197	-0.0033491500	0.0247254372	-0.0314112166	0.0194341624	0.0040896125	-0.0251835624	0.0313148115	-0.0188405056	-0.0048278023	0.0256276931	-0.0312010048	0.0182363792	0.0055633094	0.0000000000
-0.0222693998	-0.0002734028	0.0226543751	-0.0316259589	0.0218777693	0.0008201267	-0.0230325802	0.0316117812	-0.0214796008	-0.0013666055	0.0234039021	-0.0315881564	0.0210750131	0.0019126759	-0.0237682298	0.0315550917	-0.0206641273	-0.0024581747	0.0241254544	-0.0315125967	0.0202470660	0.0030029389	-0.0244754693	0.0314606844	-0.0198239540	-0.0035468057	0.0248181697	-0.0313993701	0.0193949176	0.0040896125	0.0000000000
-0.0223046743	-0.0001739849	0.0225500484	-0.0316287713	0.0220566008	0.0005219336	-0.0227926935	0.0316230294	-0.0218058579	-0.0008698192	0.0230325802	-0.0316134606	0.0215524760	0.0012175995	-0.0232696794	0.0316000657	-0.0212964858	-0.0015652324	0.0235039624	-0.0315828466	0.0210379183	0.0019126759	-0.0237354010	0.0315618052	-0.0207768047	-0.0022598879	0.0239639670	-0.0315369441	0.0205131766	0.0026068265	0.0000000000
-0.0223398937	-0.0000745653	0.0224452205	-0.0316303337	0.0222340703	0.0002236941	-0.0225500484	0.0316292790	-0.0221277526	-0.0003728180	0.0226543751	-0.0316275213	0.0220209431	0.0005219336	-0.0227581981	0.0316250605	-0.0219136440	-0.0006710376	0.0228615153	-0.0316218968	0.0218058579	0.0008201267	-0.0229643243	0.0316180301	-0.0216975870	-0.0009691976	0.0230666228	-0.0316134606	0.0215888339	0.0011182469	0.0000000000
-0.0223750579	0.0000248551	0.0223398937	-0.0316306462	0.0224101669	-0.0000745653	-0.0223046743	0.0316305290	-0.0224452205	0.0001242752	0.0222693998	-0.0316303337	0.0224802187	-0.0001739849	-0.0222340703	0.0316300603	-0.0225151614	0.0002236941	0.0221986858	-0.0316297087	0.0225500484	-0.0002734028	-0.0221632466	0.0316292790	-0.0225848798	0.0003231108	0.0221277526	-0.0316287713	0.0226196554	-0.0003728180	0.0000000000
-0.0224101669	0.0001242752	0.0222340703	-0.0316297087	0.0225848798	-0.0003728180	-0.0220566008	0.0316267792	-0.0227581981	0.0006213378	0.0218777693	-0.0316218968	0.0229301112	-0.0008698192	-0.0216975870	0.0316150618	-0.0231006085	0.0011182469	0.0215160650	-0.0316062747	0.0232696794	-0.0013666055	-0.0213332144	0.0315955361	-0.0234373134	0.0016148798	0.0211490465	-0.0315828466	0.0236035003	-0.0018630543	0.0000000000
-0.0224452205	0.0002236941	0.0221277526	-0.0316275213	0.0227581981	-0.0006710376	-0.0218058579	0.0316180301	-0.0230666228	0.0011182469	0.0214796008	-0.0316022134	0.0233704329	-0.0015652324	-0.0211490465	0.0315800746	-0.0236695676	0.0020119048	0.0208142613	-0.0315516180	0.0239639670	-0.0024581747	-0.0204753121	0.0315168493	-0.0242535723	0.0029039528	0.0201322666	-0.0314757754	0.0245383255	-0.0033491500	0.0000000000
-0.0224802187	0.0003231108	0.0220209431	-0.0316240840	0.0229301112	-0.0009691976	-0.0215524760	0.0316042831	-0.0233704329	0.0016148798	0.0210750131	-0.0315712908	0.0238009999	-0.0022598879	-0.0205887536	0.0315251208	-0.0242216325	0.0029039528	0.0200939006	-0.0314657924	0.0246321552	-0.0035468057	-0.0195906604	0.0313933304	-0.0250323965	0.0041881781	0.0190792432	-0.0313077651	0.0254221895	-0.0048278023	0.0000000000
-0.0225151614	0.0004225243	0.0219136440	-0.0316193971	0.0231006085	-0.0012672713	-0.0212964858	0.0315855405	-0.0236695676	0.0021111138	0.0206641273	-0.0315291398	0.0242216325	-0.0029534495	-0.0200170197	0.0314502351	-0.0247564092	0.0037936772	0.0193556249	-0.0313488829	0.0252735161	-0.0046311971	-0.0186804151	0.0312251553	-0.0257725839	0.0054654115	0.0179918722	-0.0310791408	0.0262532566	-0.0062957250	0.0000000000
